Date,spectral_radius,stable,TCI,NET_BTC,NET_SJC,NET_VNINDEX
2023-11-29,1.013382381196571,False,8.562349013181093,-9.635185536761504,-4.517887004997734,14.153072541759261
2023-12-26,1.0158934202808867,False,4.741935749799198,0.3534190454650754,4.833476329889685,-5.186895375354773
2023-12-27,1.0107540990512796,False,4.9496054119273865,0.012424346082651194,5.757694065515873,-5.770118411598513
2023-12-28,1.0050717133430809,False,4.7559524599891665,0.7011787910025102,6.034286271674327,-6.73546506267685
2023-12-29,1.0220093773615135,False,5.507634556761694,0.4336020179617206,7.920667017820115,-8.354269035781826
2024-01-02,1.0268512230532167,False,5.723779686027534,0.3682781352785769,8.339686302410355,-8.707964437688931
2024-01-03,1.017708500712665,False,5.998446708679576,0.32844439682766513,9.32357037404261,-9.652014770870277
2024-01-04,1.0171231615703433,False,6.477163341549137,0.7693294653567051,9.43123458163343,-10.200564046990134
2024-01-05,1.0119614742712442,False,6.002031444592948,1.2479237116435726,9.541599761619324,-10.789523473262886
2024-01-08,1.0027727220581346,False,5.219787643958637,2.231105033972114,9.115684863875462,-11.346789897847575
2024-01-09,1.0041728117664315,False,5.323402511153907,1.8171923811445834,9.375957570633586,-11.193149951778159
2024-01-10,1.002969194787676,False,5.2447635903481595,1.9456175238126594,9.386389618379775,-11.332007142192424
2024-01-15,1.0029868131170103,False,6.87254889206906,8.160673205422642,8.002180360572964,-16.162853565995604
2024-01-16,1.0023895001145346,False,6.703712490374929,7.722286818866598,7.724604055977313,-15.446890874843888
