Date,TCI
2023-08-02,0.9310774685963086
2023-08-03,0.6747706761524438
2023-08-04,0.5213329211544308
2023-08-07,0.4987295937048275
2023-08-08,0.4877252245043244
2023-08-09,0.46690427878230967
2023-08-10,0.48574238000546055
2023-08-11,0.5103529342227316
2023-08-14,0.5100494594151813
2023-08-15,0.521643814523424
2023-08-16,0.5217808550135058
2023-08-17,0.5100489586741438
2023-08-18,1.2309647955607812
2023-08-21,6.329462093897838
2023-08-22,6.288680679195324
2023-08-23,6.3615691228599145
2023-08-24,6.450404049755561
2023-08-25,6.461839742955277
2023-08-28,6.533461868366392
2023-08-29,6.732394380167203
2023-08-30,6.123390186939037
2023-08-31,6.1020447888037666
2023-09-05,5.0707690034024155
2023-09-06,4.94875328917308
2023-09-07,5.191458197503459
2023-09-08,5.3040884581882795
2023-09-11,4.872679345004823
2023-09-12,5.140421180020941
2023-09-13,5.243785572798917
2023-09-14,5.213397949738918
2023-09-15,5.1344846139013285
2023-09-18,5.400726101046445
2023-09-19,5.199646190600963
2023-09-20,5.304446533736388
2023-09-21,5.5202111572606825
2023-09-22,5.755427600826553
2023-09-25,5.073248928229427
2023-09-26,4.087490531771687
2023-09-27,4.041251568679283
2023-09-28,4.079819022294225
2023-09-29,4.0014907731938205
2023-10-02,4.210243933730662
2023-10-03,4.283220804573607
2023-10-04,3.130965320107622
2023-10-05,3.1955693301960277
2023-10-06,3.1177327249516495
2023-10-09,3.103502644565781
2023-10-10,3.079350427968978
2023-10-11,3.1846999595627232
2023-10-12,3.1677768769264354
2023-10-13,2.7989801184641743
2023-10-16,2.9211620872505244
2023-10-17,3.1286601684609803
2023-10-18,2.6189055398487704
2023-10-19,2.5270025443642283
2023-10-20,2.5270507410152945
2023-10-23,2.449720567797131
2023-10-24,3.421140285036802
2023-10-25,3.2916203218942766
2023-10-26,3.384062400100541
2023-10-27,2.7112828029042872
2023-10-30,2.557746869766079
2023-10-31,2.52466209985186
2023-11-01,2.54005281806063
2023-11-02,2.546484517842218
2023-11-03,2.5325399429904603
2023-11-06,2.5608377188566713
2023-11-07,2.352399886402634
2023-11-08,2.5101036663003784
2023-11-09,2.4399926352470978
2023-11-10,2.4751951869747066
2023-11-13,2.492897935185512
2023-11-14,2.4414007881157995
2023-11-15,2.6247134128105682
2023-11-16,3.5015040883211648
2023-11-17,6.205577391765871
2023-11-20,6.864160161636835
2023-11-21,7.000338577535825
2023-11-22,7.064111437954453
2023-11-23,7.490272041189761
2023-11-24,9.22077379028466
2023-11-27,7.949477549003799
2023-11-28,8.038649585010274
2023-11-29,8.562349013181093
2023-11-30,5.976325999918537
2023-12-01,5.263064133233045
2023-12-04,4.83335172503659
2023-12-05,6.9921648028984045
2023-12-06,6.5597358567054025
2023-12-07,5.9328316399389776
2023-12-08,5.7150562222842085
2023-12-11,5.395677118644778
