,value
lambda_beta,0.999
kappa_sigma,0.96
horizon,10.0
stable_share,0.9812583668005355
unstable_periods,14.0
max_spectral_radius,1.0268512230532167
mean_tci,7.924120423783818
final_tci,2.244863559757789
mean_net_BTC,2.875909667727521
mean_net_SJC,2.2209986538756956
mean_net_VNINDEX,-5.0969083216032125
final_net_BTC,-1.5648422429111797
final_net_SJC,1.9368427201041039
final_net_VNINDEX,-0.37200047719291307
