Date,spectral_radius,stable,TCI,NET_BTC,NET_SJC,NET_VNINDEX
2023-11-29,1.013333332895614,False,21.19916882961017,-13.275040583446117,-12.614998323777627,25.890038907223726
2023-12-26,1.0184206857972107,False,16.99908414261921,2.0956335641273522,29.36960314941436,-31.465236713541714
2023-12-27,1.0153589125120361,False,17.947267496577,1.0637017036365428,31.959914780497066,-33.0236164841336
2023-12-28,1.0105321894440313,False,17.320204461240277,3.2100351676456302,31.83813478920894,-35.04816995685456
2023-12-29,1.0230076330145579,False,20.134642749062145,0.0851542498388369,41.63603774260138,-41.72119199244021
2024-01-02,1.0263334776979758,False,20.52094067583397,-0.3244557533682588,42.813631778561636,-42.48917602519337
2024-01-03,1.0196929222410087,False,21.46568838501138,-0.8601008104912484,44.94907710557262,-44.08897629508138
2024-01-04,1.0198085530172452,False,22.663406291385837,-1.020849071043184,45.07991812267647,-44.05906905163328
2024-01-05,1.015101231692014,False,21.368051335593012,0.8244398657925913,44.72118493912767,-45.54562480492023
2024-01-08,1.0068448914891504,False,19.956675104995515,2.546346329021998,44.63078029818294,-47.17712662720495
2024-01-09,1.00816274583066,False,20.35865792135059,1.1529007754510943,45.88801327901553,-47.04091405446663
2024-01-10,1.007148647738731,False,20.22742649803343,1.4555390522047027,45.96545462675393,-47.42099367895862
2024-01-11,1.0018881735155116,False,20.677264877979063,2.0620567155910994,45.90418272499335,-47.966239440584445
2024-01-12,1.0035324994685837,False,20.247237600532117,4.673516239413588,45.26633623635102,-49.9398524757646
2024-01-15,1.0072454624143499,False,21.818586514742716,14.251155859186037,34.03214888283643,-48.283304742022466
2024-01-16,1.0069758786439174,False,21.521728548731545,12.719551165981848,33.74807385053629,-46.4676250165181
2024-01-17,1.0028230874252402,False,22.292021918429686,11.410002417543309,33.696585957251074,-45.10658837479438
2024-01-18,1.001282658208215,False,22.57780591172163,11.042656763588242,32.97553532980202,-44.01819209339026
2024-01-23,1.0014231674019387,False,19.726486592294382,10.912410181020514,34.14104883089964,-45.05345901192016
