Date,BTC,SJC,VNINDEX
2023-08-02,0.8670879984036706,4.517492628777198,1.1648349114553147
2023-08-03,1.1797821024692956,3.1788023582520086,0.39679536222274603
2023-08-04,0.5505631941565836,3.2322314127337104,0.4344560706705858
2023-08-07,0.5037445663527484,3.106782765031091,0.3809448791343373
2023-08-08,0.47190642003639427,3.029815329881902,0.3487534202145759
2023-08-09,0.48015845240642063,3.0182795774515214,0.26527655463333133
2023-08-10,0.4689543222521686,3.05570008534789,0.34893192168742315
2023-08-11,0.45729076964395876,3.1542521621175323,0.4557911661314584
2023-08-14,0.43510085755488204,3.1361932050890773,0.43642461919417563
2023-08-15,0.3894513023250723,3.1366015393580637,0.457999026192224
2023-08-16,0.4098465703565979,3.1373769275364283,0.45688687163283337
2023-08-17,0.5732804578314821,3.12407196694654,0.4322886837040074
2023-08-18,3.338460606385807,3.5237979055769086,1.7628070674142404
2023-08-21,3.91842724797421,9.157786987296346,26.79059113053005
2023-08-22,4.466125103902319,5.50559559074123,26.51692242928346
2023-08-23,4.646053157897867,4.986230812810444,25.91261984891535
2023-08-24,4.570941609288859,5.799966270011792,25.74331960899854
2023-08-25,4.5707322819075635,5.722972942077376,25.286351854877896
2023-08-28,4.508718313919935,5.749611029252344,24.796616111503756
2023-08-29,4.177044763975557,5.942001991098933,24.663121979569468
2023-08-30,4.60055181159521,5.849203561626659,23.460912238712027
2023-08-31,4.472935039760706,5.703005726941656,22.7704372253278
2023-09-05,7.162155724513064,5.43758854674784,22.655965030828483
2023-09-06,6.4966404071662325,6.07547908468865,20.555328092637982
2023-09-07,5.303306215738401,7.2058057054874,19.29485196314711
2023-09-08,4.986238779604468,7.6904647482893385,18.27497157317488
2023-09-11,5.06842789417723,5.860198121280558,17.19747739506914
2023-09-12,5.6132984614925,6.076793887918108,18.207869339729243
2023-09-13,5.415774205454948,6.4033539385309535,17.79552324568945
2023-09-14,4.992422471006675,6.186876777024198,17.717195962516328
2023-09-15,4.441632168987852,6.1850872290961085,17.6578616629929
2023-09-18,4.283140573046673,6.366864642660985,17.788131036861476
2023-09-19,3.3814843411410167,5.698524545831029,17.795833906275448
2023-09-20,3.1395044269236116,5.836686846533801,17.919651019539163
2023-09-21,2.7134207744655248,6.193760316893348,18.292148609207715
2023-09-22,3.2610540978754488,6.238711165086219,18.771476015329636
2023-09-25,2.312415527723821,6.210588803684303,17.64670191020671
2023-09-26,3.0043507810001313,6.723511327035103,13.975406620182207
2023-09-27,3.7871749695015278,6.139505099610387,13.98733829027201
2023-09-28,4.560929222930588,4.8800736463251,14.561426854937132
2023-09-29,4.252713497876625,4.484135606140461,14.6145164774104
2023-10-02,4.466370957762667,4.498036663046134,15.120804323751692
2023-10-03,4.518802980025349,4.408422879063901,15.325755525085249
2023-10-04,8.780960643595348,4.226795480259304,10.034780419161503
2023-10-05,8.496862956682493,4.477223194078461,10.195131685441595
2023-10-06,7.679930345545117,4.673047662525088,10.031601426168136
2023-10-09,7.663432487315136,4.38534562382733,10.17959174767843
2023-10-10,6.985230457785652,5.102460993008284,10.012761586518204
2023-10-11,6.946749675669528,5.66117090353091,10.107829273269054
2023-10-12,7.548977202674035,5.9569083262694615,9.600617155120705
2023-10-13,7.13282754272675,1.3118368100774602,10.554088099386849
2023-10-16,5.050848597209512,1.6371292172861596,11.82076193409185
2023-10-17,6.488827607942927,1.4444418037887097,12.113768337598108
2023-10-18,5.739872997510586,1.4239947052572144,10.638549863034974
2023-10-19,6.62828754935788,1.531868145711357,9.891030934207079
2023-10-20,7.213832939575204,1.6177785796408384,9.50210752889884
2023-10-23,6.103068609116214,2.055827896009288,9.452660093444054
2023-10-24,3.9481687435397927,2.8664889673393867,14.04666221988532
2023-10-25,4.029678403625514,2.6104217847821687,13.523931676216993
2023-10-26,3.6990236181293934,2.6434526424395144,13.587695628760354
2023-10-27,3.7530952194359424,5.157463128330253,9.78123452307873
2023-10-30,3.9768371391431967,2.658409132092565,10.147683489155767
2023-10-31,4.6605713023332935,2.4874449433761048,9.906803577844702
2023-11-01,6.143950374608853,2.1785738958526535,9.630831562331132
2023-11-02,5.99819192858384,1.752495093061257,9.84182509330661
2023-11-03,5.735897437063986,1.8042026157727098,9.893446713450405
2023-11-06,5.7693614093964225,1.8117344571058625,9.893050909686673
2023-11-07,5.6316229433758025,0.773560847124044,9.551722978860544
2023-11-08,4.893868406904711,1.6668743679673304,10.146984626573019
2023-11-09,4.927987717713389,0.7729091296106771,9.980940812404127
2023-11-10,4.9515522087282715,1.0101805132130326,9.937638729935816
2023-11-13,4.901242220597634,1.1134795970558997,9.99999514882427
2023-11-14,5.833509359727196,1.2530822337473269,9.130939388666404
2023-11-15,8.266409079355963,1.3068233555794007,8.543371641049436
2023-11-16,11.763863718990919,2.2591414848261215,7.698231491358387
2023-11-17,21.013258199728657,3.388067175775178,8.609926972792369
2023-11-20,19.651514485034294,3.2437214763791467,9.686992202129519
2023-11-21,18.121788150082786,5.127307173062324,9.032254684319852
2023-11-22,22.460353933228284,3.391999775904353,11.27402950146561
2023-11-23,25.295783284576657,19.678905390138148,7.023493537502312
2023-11-24,24.43111197688701,20.71767465381862,9.967073076904553
2023-11-27,22.44177888141541,17.984350460223887,8.210059726107266
2023-11-28,22.25036364052957,19.010809993395394,8.113814825020482
2023-11-29,21.517507885361365,17.644990292136765,8.936664612793276
2023-11-30,15.30687640028151,15.440789808028299,8.026913660498069
2023-12-01,13.203656640909255,15.224472589806904,7.765499823471034
2023-12-04,12.782877790003312,14.698264368230628,7.5620640163486685
2023-12-05,16.838327025863663,18.977949015575778,7.265143670034369
2023-12-06,17.92823637748985,16.84829947575811,7.439615535125521
2023-12-07,15.685558455401194,16.165217382661123,6.591822919407209
2023-12-08,15.22428346337511,15.515801052541644,6.258752680775892
2023-12-11,13.88366643090767,15.365389085647108,5.718583327694359
2023-12-12,18.419649603034227,22.127457036485243,9.18770754310383
2023-12-13,15.04038657605885,21.224381505449774,6.3093401703161245
2023-12-14,15.223418583617754,20.232584355541995,7.104305256160215
2023-12-15,13.054551937991532,20.3368454333944,7.282041101126191
2023-12-18,13.16029166030953,19.271225961091886,7.710217846531364
2023-12-19,12.977503720516237,18.73012578563373,7.586827193893897
2023-12-20,11.725403856335092,18.528680655891215,8.354199743641889
2023-12-21,11.845978147132541,18.265301681724,9.561756238201724
2023-12-22,9.974809995059763,18.50421900417273,9.956738431469548
2023-12-25,7.252813990757501,12.035008942056013,17.342223056803864
2023-12-26,7.966681104198459,5.076943100620957,24.741987296905055
2023-12-27,9.751322680462504,4.577231893270217,25.698215496799936
2023-12-28,7.825046234773058,4.505006983873072,26.452626799868327
2023-12-29,9.151564376096633,3.889794913367861,32.501325000666924
2024-01-02,9.602039365138692,3.9061289209850414,33.75813865604118
2024-01-03,10.970363971201014,3.3435868847714545,34.394639523330206
2024-01-04,13.956748540508745,3.3565791305907644,34.146678897961515
2024-01-05,11.453168859500662,2.9248151118509536,34.00768227037085
2024-01-08,8.084195422284123,2.9153241749233616,33.000631765412024
2024-01-09,9.073813093980688,3.0247529353241487,33.219859875644595
2024-01-10,8.597102382307876,2.9456724914639576,33.28323643781157
2024-01-11,7.512747395849351,3.6390648556908434,32.56780350396097
