Date,spectral_radius,stable,TCI,NET_BTC,NET_SJC,NET_VNINDEX
2023-11-29,1.013382381196571,False,24.55646859916861,-7.124495323351653,-22.356436411915205,29.480931735266843
2023-12-26,1.0158934202808867,False,24.347707961895356,-13.068677362907632,38.083776183144955,-25.015098820237323
2023-12-27,1.0107540990512796,False,25.723300839877606,-17.39370309401067,41.74313767410155,-24.349434580090843
2023-12-28,1.0050717133430809,False,24.353726263567676,-11.271182552271995,38.951761868975886,-27.68057931670389
2023-12-29,1.0220093773615135,False,30.29537968508711,-22.777507985483314,61.39281676410184,-38.61530877861851
2024-01-02,1.0268512230532167,False,32.03696448219609,-25.920968463444837,66.95189178622579,-41.03092332278094
2024-01-03,1.017708500712665,False,32.21010272884138,-28.22732006033817,67.89610255575609,-39.66878249541789
2024-01-04,1.0171231615703433,False,33.9902274257714,-34.76390654484346,71.29299055099278,-36.52908400614935
2024-01-05,1.0119614742712442,False,31.808900208389076,-28.702378483815128,67.76251072884389,-39.060132245028754
2024-01-08,1.0027727220581346,False,28.431538247970735,-18.006054173488337,61.91864303014128,-43.912588856652924
2024-01-09,1.0041728117664315,False,29.509708959473794,-20.755523274139808,64.51872686009116,-43.76320358595136
2024-01-10,1.002969194787676,False,29.21264348496119,-19.670521646141466,64.38415301641038,-44.71363137026891
2024-01-15,1.0029868131170103,False,28.47297008361252,-7.578833294988964,57.154288090486105,-49.57545479549711
2024-01-16,1.0023895001145346,False,28.19849086674692,-8.029520113004486,57.687792986435454,-49.658272873430995
